PV
Date, P # [MW]
2014-01-01 11:14:00,0.00362,0.00362
2014-01-01 11:15:00,0.00376,0.00376
2014-01-01 11:16:00,0.00369,0.00369
2014-01-01 11:17:00,0.0034,0.0034
2014-01-01 11:18:00,0.00311,0.00311
2014-01-01 11:19:00,0.00293,0.00293
2014-01-01 11:20:00,0.00287,0.00287
2014-01-01 11:21:00,0.00303,0.00303
2014-01-01 11:22:00,0.00304,0.00304
2014-01-01 11:23:00,0.0032,0.0032
2014-01-01 11:24:00,0.00383,0.00383
2014-01-01 11:25:00,0.00421,0.00421
2014-01-01 11:26:00,0.00421,0.00421
2014-01-01 11:27:00,0.00441,0.00441
2014-01-01 11:28:00,0.00466,0.00466
2014-01-01 11:29:00,0.00454,0.00454
2014-01-01 11:30:00,0.00459,0.00459
2014-01-01 11:31:00,0.00402,0.00402
2014-01-01 11:32:00,0.00383,0.00383
2014-01-01 11:33:00,0.00401,0.00401
2014-01-01 11:34:00,0.00451,0.00451
2014-01-01 11:35:00,0.00416,0.00416
2014-01-01 11:36:00,0.00384,0.00384
2014-01-01 11:37:00,0.00312,0.00312
2014-01-01 11:38:00,0.00268,0.00268
2014-01-01 11:39:00,0.00242,0.00242
2014-01-01 11:40:00,0.00191,0.00191
2014-01-01 11:41:00,0.00141,0.00141
2014-01-01 11:42:00,0.00099,0.00099
2014-01-01 11:43:00,0.00081,0.00081
2014-01-01 11:44:00,0.00087,0.00087
2014-01-01 11:45:00,0.00101,0.00101
2014-01-01 11:46:00,0.00108,0.00108
2014-01-01 11:47:00,0.00111,0.00111
2014-01-01 11:48:00,0.00098,0.00098
2014-01-01 11:49:00,0.00078,0.00078
2014-01-01 11:50:00,0.00073,0.00073
2014-01-01 11:51:00,0.00077,0.00077
2014-01-01 11:52:00,0.00082,0.00082
2014-01-01 11:53:00,0.00077,0.00077
2014-01-01 11:54:00,0.00067,0.00067
2014-01-01 11:55:00,0.00059,0.00059
2014-01-01 11:56:00,0.00053,0.00053
2014-01-01 11:57:00,0.00047,0.00047
2014-01-01 11:58:00,0.00044,0.00044
2014-01-01 11:59:00,0.00043,0.00043
2014-01-01 12:00:00,0.00047,0.00047
2014-01-01 12:01:00,0.00057,0.00057
2014-01-01 12:02:00,0.00077,0.00077
2014-01-01 12:03:00,0.00098,0.00098
2014-01-01 12:04:00,0.00111,0.00111
2014-01-01 12:05:00,0.0012,0.0012
2014-01-01 12:06:00,0.00131,0.00131
2014-01-01 12:07:00,0.00138,0.00138
2014-01-01 12:08:00,0.00143,0.00143
2014-01-01 12:09:00,0.00147,0.00147
2014-01-01 12:10:00,0.00147,0.00147
2014-01-01 12:11:00,0.00148,0.00148
2014-01-01 12:12:00,0.00144,0.00144
2014-01-01 12:13:00,0.00142,0.00142
2014-01-01 12:14:00,0.00149,0.00149
2014-01-01 12:15:00,0.00152,0.00152
2014-01-01 12:16:00,0.00141,0.00141
2014-01-01 12:17:00,0.00129,0.00129
2014-01-01 12:18:00,0.00126,0.00126
2014-01-01 12:19:00,0.00119,0.00119
2014-01-01 12:20:00,0.00109,0.00109
2014-01-01 12:21:00,0.0009,0.0009
2014-01-01 12:22:00,0.00071,0.00071
2014-01-01 12:23:00,0.00059,0.00059
2014-01-01 12:24:00,0.00052,0.00052
2014-01-01 12:25:00,0.00051,0.00051
2014-01-01 12:26:00,0.00056,0.00056
2014-01-01 12:27:00,0.00068,0.00068
2014-01-01 12:28:00,0.00076,0.00076
2014-01-01 12:29:00,0.00083,0.00083
2014-01-01 12:30:00,0.00097,0.00097
2014-01-01 12:31:00,0.00123,0.00123
2014-01-01 12:32:00,0.00155,0.00155
2014-01-01 12:33:00,0.00191,0.00191
2014-01-01 12:34:00,0.00232,0.00232
2014-01-01 12:35:00,0.00264,0.00264
2014-01-01 12:36:00,0.00257,0.00257
2014-01-01 12:37:00,0.00262,0.00262
2014-01-01 12:38:00,0.00279,0.00279
2014-01-01 12:39:00,0.00282,0.00282
2014-01-01 12:40:00,0.00273,0.00273
2014-01-01 12:41:00,0.00256,0.00256
2014-01-01 12:42:00,0.00238,0.00238
2014-01-01 12:43:00,0.00223,0.00223
2014-01-01 12:44:00,0.00208,0.00208
2014-01-01 12:45:00,0.00187,0.00187
2014-01-01 12:46:00,0.00171,0.00171
2014-01-01 12:47:00,0.00172,0.00172
2014-01-01 12:48:00,0.00172,0.00172
2014-01-01 12:49:00,0.00163,0.00163
2014-01-01 12:50:00,0.00152,0.00152
2014-01-01 12:51:00,0.00139,0.00139
2014-01-01 12:52:00,0.00127,0.00127
2014-01-01 12:53:00,0.00127,0.00127
2014-01-01 12:54:00,0.00138,0.00138
2014-01-01 12:55:00,0.00163,0.00163
2014-01-01 12:56:00,0.002,0.002
2014-01-01 12:57:00,0.00238,0.00238
2014-01-01 12:58:00,0.00263,0.00263
2014-01-01 12:59:00,0.00272,0.00272
2014-01-01 13:00:00,0.00275,0.00275
2014-01-01 13:01:00,0.00283,0.00283
2014-01-01 13:02:00,0.00299,0.00299
2014-01-01 13:03:00,0.00321,0.00321
2014-01-01 13:04:00,0.0034,0.0034
2014-01-01 13:05:00,0.00353,0.00353
2014-01-01 13:06:00,0.00345,0.00345
2014-01-01 13:07:00,0.00332,0.00332
2014-01-01 13:08:00,0.00312,0.00312
2014-01-01 13:09:00,0.00293,0.00293
2014-01-01 13:10:00,0.00291,0.00291
2014-01-01 13:11:00,0.00297,0.00297
2014-01-01 13:12:00,0.00298,0.00298
2014-01-01 13:13:00,0.00297,0.00297
2014-01-01 13:14:00,0.00296,0.00296
2014-01-01 13:15:00,0.00296,0.00296
2014-01-01 13:16:00,0.00295,0.00295
2014-01-01 13:17:00,0.00298,0.00298
2014-01-01 13:18:00,0.00253,0.00253
2014-01-01 13:19:00,0.00231,0.00231
2014-01-01 13:20:00,0.0021,0.0021
2014-01-01 13:21:00,0.00196,0.00196
2014-01-01 13:22:00,0.0018,0.0018
2014-01-01 13:23:00,0.00164,0.00164
2014-01-01 13:24:00,0.00152,0.00152
2014-01-01 13:25:00,0.00145,0.00145
2014-01-01 13:26:00,0.0014,0.0014
2014-01-01 13:27:00,0.00136,0.00136
2014-01-01 13:28:00,0.00132,0.00132
2014-01-01 13:29:00,0.00131,0.00131
2014-01-01 13:30:00,0.00134,0.00134
2014-01-01 13:31:00,0.00138,0.00138
2014-01-01 13:32:00,0.00141,0.00141
2014-01-01 13:33:00,0.00144,0.00144
2014-01-01 13:34:00,0.0015,0.0015
2014-01-01 13:35:00,0.00159,0.00159
2014-01-01 13:36:00,0.00174,0.00174
2014-01-01 13:37:00,0.00193,0.00193
2014-01-01 13:38:00,0.00212,0.00212
2014-01-01 13:39:00,0.00232,0.00232
2014-01-01 13:40:00,0.00254,0.00254
2014-01-01 13:41:00,0.00282,0.00282
2014-01-01 13:42:00,0.00317,0.00317
2014-01-01 13:43:00,0.00319,0.00319
2014-01-01 13:44:00,0.00316,0.00316
2014-01-01 13:45:00,0.0031,0.0031
2014-01-01 13:46:00,0.00298,0.00298
2014-01-01 13:47:00,0.00278,0.00278
2014-01-01 13:48:00,0.00253,0.00253
2014-01-01 13:49:00,0.00242,0.00242
2014-01-01 13:50:00,0.00251,0.00251
2014-01-01 13:51:00,0.00269,0.00269
2014-01-01 13:52:00,0.00288,0.00288
2014-01-01 13:53:00,0.00326,0.00326
2014-01-01 13:54:00,0.00535,0.00535
2014-01-01 13:55:00,0.00547,0.00547
2014-01-01 13:56:00,0.00552,0.00552
2014-01-01 13:57:00,0.00605,0.00605
2014-01-01 13:58:00,0.00519,0.00519
2014-01-01 13:59:00,0.0048,0.0048
2014-01-01 14:00:00,0.00456,0.00456
2014-01-01 14:01:00,0.0046,0.0046
2014-01-01 14:02:00,0.00449,0.00449
2014-01-01 14:03:00,0.00341,0.00341
2014-01-01 14:04:00,0.00275,0.00275
2014-01-01 14:05:00,0.00206,0.00206
2014-01-01 14:06:00,0.00151,0.00151
2014-01-01 14:07:00,0.00114,0.00114
2014-01-01 14:08:00,0.00091,0.00091
2014-01-01 14:09:00,0.00082,0.00082
2014-01-01 14:10:00,0.00088,0.00088
2014-01-01 14:11:00,0.00109,0.00109
2014-01-01 14:12:00,0.00145,0.00145
2014-01-01 14:13:00,0.00189,0.00189
2014-01-01 14:14:00,0.0025,0.0025
2014-01-01 14:15:00,0.00268,0.00268
2014-01-01 14:16:00,0.00279,0.00279
2014-01-01 14:17:00,0.00289,0.00289
2014-01-01 14:18:00,0.00302,0.00302
2014-01-01 14:19:00,0.00325,0.00325
2014-01-01 14:20:00,0.00338,0.00338
2014-01-01 14:21:00,0.00314,0.00314
2014-01-01 14:22:00,0.00305,0.00305
2014-01-01 14:23:00,0.00324,0.00324
2014-01-01 14:24:00,0.0029,0.0029
2014-01-01 14:25:00,0.00245,0.00245
2014-01-01 14:26:00,0.00219,0.00219
2014-01-01 14:27:00,0.002,0.002
2014-01-01 14:28:00,0.00191,0.00191
2014-01-01 14:29:00,0.00178,0.00178
2014-01-01 14:30:00,0.00159,0.00159
2014-01-01 14:31:00,0.00139,0.00139
2014-01-01 14:32:00,0.00125,0.00125
2014-01-01 14:33:00,0.00117,0.00117
2014-01-01 14:34:00,0.00112,0.00112
2014-01-01 14:35:00,0.001,0.001
2014-01-01 14:36:00,0.00089,0.00089
2014-01-01 14:37:00,0.00086,0.00086
2014-01-01 14:38:00,0.00088,0.00088
2014-01-01 14:39:00,0.00096,0.00096
2014-01-01 14:40:00,0.00114,0.00114
2014-01-01 14:41:00,0.00134,0.00134
2014-01-01 14:42:00,0.0015,0.0015
2014-01-01 14:43:00,0.00158,0.00158
2014-01-01 14:44:00,0.00159,0.00159
2014-01-01 14:45:00,0.00154,0.00154
2014-01-01 14:46:00,0.00148,0.00148
2014-01-01 14:47:00,0.00139,0.00139
2014-01-01 14:48:00,0.00132,0.00132
2014-01-01 14:49:00,0.00129,0.00129
2014-01-01 14:50:00,0.00121,0.00121
2014-01-01 14:51:00,0.00119,0.00119
2014-01-01 14:52:00,0.00119,0.00119
2014-01-01 14:53:00,0.00107,0.00107
2014-01-01 14:54:00,0.00094,0.00094
2014-01-01 14:55:00,0.00092,0.00092
2014-01-01 14:56:00,0.00092,0.00092
2014-01-01 14:57:00,0.001,0.001
2014-01-01 14:58:00,0.00109,0.00109
2014-01-01 14:59:00,0.00114,0.00114
2014-01-01 15:00:00,0.00118,0.00118
2014-01-01 15:01:00,0.00123,0.00123
2014-01-01 15:02:00,0.0013,0.0013
2014-01-01 15:03:00,0.00136,0.00136
2014-01-01 15:04:00,0.00141,0.00141
2014-01-01 15:05:00,0.00142,0.00142
2014-01-01 15:06:00,0.00137,0.00137
2014-01-01 15:07:00,0.00131,0.00131
2014-01-01 15:08:00,0.00127,0.00127
2014-01-01 15:09:00,0.00128,0.00128
2014-01-01 15:10:00,0.00135,0.00135
2014-01-01 15:11:00,0.00149,0.00149
2014-01-01 15:12:00,0.00168,0.00168
2014-01-01 15:13:00,0.00189,0.00189
2014-01-01 15:14:00,0.00209,0.00209
2014-01-01 15:15:00,0.00224,0.00224
2014-01-01 15:16:00,0.00233,0.00233
2014-01-01 15:17:00,0.00236,0.00236
2014-01-01 15:18:00,0.0023,0.0023
2014-01-01 15:19:00,0.00219,0.00219
2014-01-01 15:20:00,0.00204,0.00204
2014-01-01 15:21:00,0.00188,0.00188
2014-01-01 15:22:00,0.00171,0.00171
2014-01-01 15:23:00,0.00154,0.00154
2014-01-01 15:24:00,0.00139,0.00139
2014-01-01 15:25:00,0.00124,0.00124
2014-01-01 15:26:00,0.00112,0.00112
2014-01-01 15:27:00,0.00107,0.00107
2014-01-01 15:28:00,0.00106,0.00106
2014-01-01 15:29:00,0.00105,0.00105
2014-01-01 15:30:00,0.00104,0.00104
2014-01-01 15:31:00,0.00099,0.00099
2014-01-01 15:32:00,0.00093,0.00093
2014-01-01 15:33:00,0.00087,0.00087
2014-01-01 15:34:00,0.00086,0.00086
2014-01-01 15:35:00,0.00089,0.00089
2014-01-01 15:36:00,0.00092,0.00092
2014-01-01 15:37:00,0.00093,0.00093
2014-01-01 15:38:00,0.00094,0.00094
2014-01-01 15:39:00,0.001,0.001
2014-01-01 15:40:00,0.00117,0.00117
2014-01-01 15:41:00,0.0014,0.0014
2014-01-01 15:42:00,0.00158,0.00158
2014-01-01 15:43:00,0.00165,0.00165
2014-01-01 15:44:00,0.00167,0.00167
2014-01-01 15:45:00,0.00165,0.00165
2014-01-01 15:46:00,0.0016,0.0016
2014-01-01 15:47:00,0.00154,0.00154
2014-01-01 15:48:00,0.00149,0.00149
2014-01-01 15:49:00,0.00143,0.00143
2014-01-01 15:50:00,0.00133,0.00133
2014-01-01 15:51:00,0.00124,0.00124
2014-01-01 15:52:00,0.00132,0.00132
2014-01-01 15:53:00,0.00157,0.00157
2014-01-01 15:54:00,0.00176,0.00176
2014-01-01 15:55:00,0.00184,0.00184
2014-01-01 15:56:00,0.00183,0.00183
2014-01-01 15:57:00,0.00182,0.00182
2014-01-01 15:58:00,0.00181,0.00181
2014-01-01 15:59:00,0.00183,0.00183
2014-01-01 16:00:00,0.00186,0.00186
2014-01-01 16:01:00,0.00189,0.00189
2014-01-01 16:02:00,0.00187,0.00187
2014-01-01 16:03:00,0.00182,0.00182
2014-01-01 16:04:00,0.00173,0.00173
2014-01-01 16:05:00,0.00165,0.00165
2014-01-01 16:06:00,0.00158,0.00158
2014-01-01 16:07:00,0.0015,0.0015
2014-01-01 16:08:00,0.00148,0.00148
2014-01-01 16:09:00,0.00143,0.00143
2014-01-01 16:10:00,0.00145,0.00145
2014-01-01 16:11:00,0.00145,0.00145
2014-01-01 16:12:00,0.00138,0.00138
2014-01-01 16:13:00,0.00126,0.00126
2014-01-01 16:14:00,0.00118,0.00118
2014-01-01 16:15:00,0.00117,0.00117
2014-01-01 16:16:00,0.00123,0.00123
2014-01-01 16:17:00,0.00136,0.00136
2014-01-01 16:18:00,0.00156,0.00156
2014-01-01 16:19:00,0.00178,0.00178
2014-01-01 16:20:00,0.00203,0.00203
2014-01-01 16:21:00,0.00237,0.00237
2014-01-01 16:22:00,0.00271,0.00271
2014-01-01 16:23:00,0.00218,0.00218
2014-01-01 16:24:00,0.00196,0.00196
2014-01-01 16:25:00,0.00178,0.00178
2014-01-01 16:26:00,0.00162,0.00162
2014-01-01 16:27:00,0.00147,0.00147
2014-01-01 16:28:00,0.00133,0.00133
2014-01-01 16:29:00,0.00124,0.00124
2014-01-01 16:30:00,0.00121,0.00121
2014-01-01 16:31:00,0.00125,0.00125
2014-01-01 16:32:00,0.00134,0.00134
2014-01-01 16:33:00,0.00151,0.00151
2014-01-01 16:34:00,0.00173,0.00173
2014-01-01 16:35:00,0.00192,0.00192
2014-01-01 16:36:00,0.00201,0.00201
2014-01-01 16:37:00,0.00215,0.00215
2014-01-01 16:38:00,0.00228,0.00228
2014-01-01 16:39:00,0.0024,0.0024
2014-01-01 16:40:00,0.00224,0.00224
2014-01-01 16:41:00,0.00203,0.00203
2014-01-01 16:42:00,0.00224,0.00224
2014-01-01 16:43:00,0.00313,0.00313
2014-01-01 16:44:00,0.00234,0.00234
2014-01-01 16:45:00,0.00221,0.00221
2014-01-01 16:46:00,0.00187,0.00187
2014-01-01 16:47:00,0.00161,0.00161
2014-01-01 16:48:00,0.0014,0.0014
2014-01-01 16:49:00,0.00127,0.00127
2014-01-01 16:50:00,0.00119,0.00119
2014-01-01 16:51:00,0.00116,0.00116
2014-01-01 16:52:00,0.00109,0.00109
2014-01-01 16:53:00,0.00104,0.00104
2014-01-01 16:54:00,0.001,0.001
2014-01-01 16:55:00,0.001,0.001
2014-01-01 16:56:00,0.00102,0.00102
2014-01-01 16:57:00,0.00103,0.00103
2014-01-01 16:58:00,0.00097,0.00097
2014-01-01 16:59:00,0.00088,0.00088
2014-01-01 17:00:00,0.00079,0.00079
2014-01-01 17:01:00,0.00073,0.00073
2014-01-01 17:02:00,0.00072,0.00072
2014-01-01 17:03:00,0.00077,0.00077
2014-01-01 17:04:00,0.00087,0.00087
2014-01-01 17:05:00,0.00104,0.00104
2014-01-01 17:06:00,0.00144,0.00144
2014-01-01 17:07:00,0.00417,0.00417
2014-01-01 17:08:00,0.00332,0.00332
2014-01-01 17:09:00,0.00145,0.00145
2014-01-01 17:10:00,0.00126,0.00126
2014-01-01 17:11:00,0.00115,0.00115
2014-01-01 17:12:00,0.00112,0.00112
2014-01-01 17:13:00,0.00114,0.00114
2014-01-01 17:14:00,0.00114,0.00114
2014-01-01 17:15:00,0.00114,0.00114
2014-01-01 17:16:00,0.00113,0.00113
2014-01-01 17:17:00,0.00111,0.00111
2014-01-01 17:18:00,0.00108,0.00108
2014-01-01 17:19:00,0.00106,0.00106
2014-01-01 17:20:00,0.00103,0.00103
2014-01-01 17:21:00,0.00101,0.00101
2014-01-01 17:22:00,0.00101,0.00101
2014-01-01 17:23:00,0.00106,0.00106
2014-01-01 17:24:00,0.00114,0.00114
2014-01-01 17:25:00,0.0013,0.0013
2014-01-01 17:26:00,0.00108,0.00108
2014-01-01 17:27:00,0.00102,0.00102
2014-01-01 17:28:00,0.00101,0.00101
2014-01-01 17:29:00,0.00095,0.00095
2014-01-01 17:30:00,0.00091,0.00091
2014-01-01 17:31:00,0.00088,0.00088
2014-01-01 17:32:00,0.00086,0.00086
2014-01-01 17:33:00,0.00085,0.00085
2014-01-01 17:34:00,0.00087,0.00087
2014-01-01 17:35:00,0.00087,0.00087
2014-01-01 17:36:00,0.00085,0.00085
2014-01-01 17:37:00,0.00082,0.00082
2014-01-01 17:38:00,0.00084,0.00084
2014-01-01 17:39:00,0.0009,0.0009
2014-01-01 17:40:00,0.00091,0.00091
2014-01-01 17:41:00,0.00091,0.00091
2014-01-01 17:42:00,0.00091,0.00091
2014-01-01 17:43:00,0.00089,0.00089
2014-01-01 17:44:00,0.00083,0.00083
2014-01-01 17:45:00,0.00075,0.00075
2014-01-01 17:46:00,0.0007,0.0007
2014-01-01 17:47:00,0.00065,0.00065
2014-01-01 17:48:00,0.0006,0.0006
2014-01-01 17:49:00,0.00058,0.00058
2014-01-01 17:50:00,0.0006,0.0006
2014-01-01 17:51:00,0.00064,0.00064
2014-01-01 17:52:00,0.00071,0.00071
2014-01-01 17:53:00,0.00078,0.00078
2014-01-01 17:54:00,0.00083,0.00083
2014-01-01 17:55:00,0.00088,0.00088
2014-01-01 17:56:00,0.00098,0.00098
2014-01-01 17:57:00,0.00112,0.00112
2014-01-01 17:58:00,0.00114,0.00114
2014-01-01 17:59:00,0.00108,0.00108
2014-01-01 18:00:00,0.001,0.001
2014-01-01 18:01:00,0.00094,0.00094
2014-01-01 18:02:00,0.00088,0.00088
2014-01-01 18:03:00,0.00077,0.00077
2014-01-01 18:04:00,0.00065,0.00065
2014-01-01 18:05:00,0.0006,0.0006
2014-01-01 18:06:00,0.00055,0.00055
2014-01-01 18:07:00,0.00051,0.00051
2014-01-01 18:08:00,0.00046,0.00046
2014-01-01 18:09:00,0.0004,0.0004
2014-01-01 18:10:00,0.00035,0.00035
2014-01-01 18:11:00,0.00032,0.00032
2014-01-01 18:12:00,0.00031,0.00031
2014-01-01 18:13:00,0.00029,0.00029
2014-01-01 18:14:00,0.00029,0.00029
2014-01-01 18:15:00,0.00028,0.00028
2014-01-01 18:16:00,0.00028,0.00028
2014-01-01 18:17:00,0.00027,0.00027
2014-01-01 18:18:00,0.00026,0.00026
2014-01-01 18:19:00,0.00026,0.00026
2014-01-01 18:20:00,0.00026,0.00026
2014-01-01 18:21:00,0.00026,0.00026
2014-01-01 18:22:00,0.00027,0.00027
2014-01-01 18:23:00,0.00028,0.00028
2014-01-01 18:24:00,0.0003,0.0003
2014-01-01 18:25:00,0.00031,0.00031
2014-01-01 18:26:00,0.00032,0.00032
2014-01-01 18:27:00,0.00032,0.00032
2014-01-01 18:28:00,0.00032,0.00032
2014-01-01 18:29:00,0.00034,0.00034
2014-01-01 18:30:00,0.00037,0.00037
2014-01-01 18:31:00,0.0004,0.0004
2014-01-01 18:32:00,0.00044,0.00044
2014-01-01 18:33:00,0.00045,0.00045
2014-01-01 18:34:00,0.00049,0.00049
2014-01-01 18:35:00,0.00053,0.00053
2014-01-01 18:36:00,0.00054,0.00054
2014-01-01 18:37:00,0.00057,0.00057
2014-01-01 18:38:00,0.00058,0.00058
2014-01-01 18:39:00,0.00058,0.00058
2014-01-01 18:40:00,0.00057,0.00057
2014-01-01 18:41:00,0.00057,0.00057
2014-01-01 18:42:00,0.00054,0.00054
2014-01-01 18:43:00,0.0005,0.0005
2014-01-01 18:44:00,0.00044,0.00044
2014-01-01 18:45:00,0.0004,0.0004
2014-01-01 18:46:00,0.00027,0.00027
2014-01-01 18:47:00,0.00032,0.00032
2014-01-01 18:48:00,0.00028,0.00028
2014-01-01 18:49:00,0.00024,0.00024
2014-01-01 18:50:00,0.00018,0.00018
2014-01-01 18:51:00,0.00012,0.00012
2014-01-01 18:52:00,8e-05,8e-05
2014-01-01 18:53:00,7e-05,7e-05
2014-01-01 18:54:00,5e-05,5e-05
2014-01-01 18:55:00,4e-05,4e-05
2014-01-01 18:56:00,3e-05,3e-05
2014-01-01 18:57:00,3e-05,3e-05
2014-01-01 18:58:00,4e-05,4e-05
2014-01-01 18:59:00,5e-05,5e-05
2014-01-01 19:00:00,6e-05,6e-05
2014-01-01 19:01:00,7e-05,7e-05
2014-01-01 19:02:00,8e-05,8e-05
2014-01-01 19:03:00,0.0001,0.0001
2014-01-01 19:04:00,0.00012,0.00012
2014-01-01 19:05:00,0.00014,0.00014
2014-01-01 19:06:00,0.00016,0.00016
2014-01-01 19:07:00,0.00017,0.00017
2014-01-01 19:08:00,0.00019,0.00019
2014-01-01 19:09:00,0.00021,0.00021
2014-01-01 19:10:00,0.00023,0.00023
2014-01-01 19:11:00,0.00025,0.00025
2014-01-01 19:12:00,0.00027,0.00027
2014-01-01 19:13:00,0.0003,0.0003
2014-01-01 19:14:00,0.00035,0.00035
2014-01-01 19:15:00,0.00045,0.00045
2014-01-01 19:16:00,0.0005,0.0005
2014-01-01 19:17:00,0.00053,0.00053
2014-01-01 19:18:00,0.00052,0.00052
2014-01-01 19:19:00,0.00037,0.00037
2014-01-01 19:20:00,0.00054,0.00054
2014-01-01 19:21:00,0.00054,0.00054
2014-01-01 19:22:00,0.00055,0.00055
2014-01-01 19:23:00,0.00055,0.00055
2014-01-01 19:24:00,0.00054,0.00054
2014-01-01 19:25:00,0.00055,0.00055
2014-01-01 19:26:00,0.00057,0.00057
2014-01-01 19:27:00,0.00057,0.00057
2014-01-01 19:28:00,0.00054,0.00054
2014-01-01 19:29:00,0.00049,0.00049
2014-01-01 19:30:00,0.00044,0.00044
2014-01-01 19:31:00,0.00041,0.00041
2014-01-01 19:32:00,0.00039,0.00039
2014-01-01 19:33:00,0.00039,0.00039
2014-01-01 19:34:00,0.0004,0.0004
2014-01-01 19:35:00,0.00042,0.00042
2014-01-01 19:36:00,0.0004,0.0004
2014-01-01 19:37:00,0.00037,0.00037
2014-01-01 19:38:00,0.00034,0.00034
2014-01-01 19:39:00,0.0003,0.0003
2014-01-01 19:40:00,0.00027,0.00027
2014-01-01 19:41:00,0.00027,0.00027
2014-01-01 19:42:00,0.00028,0.00028
2014-01-01 19:43:00,0.00028,0.00028
2014-01-01 19:44:00,0.00028,0.00028
2014-01-01 19:45:00,0.00027,0.00027
2014-01-01 19:46:00,0.00026,0.00026
2014-01-01 19:47:00,0.00025,0.00025
2014-01-01 19:48:00,0.00023,0.00023
2014-01-01 19:49:00,0.00021,0.00021
2014-01-01 19:50:00,0.00019,0.00019
2014-01-01 19:51:00,0.00018,0.00018
2014-01-01 19:52:00,0.00017,0.00017
2014-01-01 19:53:00,0.00017,0.00017
2014-01-01 19:54:00,0.00016,0.00016
2014-01-01 19:55:00,0.00016,0.00016
2014-01-01 19:56:00,0.00016,0.00016
2014-01-01 19:57:00,0.00016,0.00016
2014-01-01 19:58:00,0.00015,0.00015
2014-01-01 19:59:00,0.00015,0.00015
2014-01-01 20:00:00,0.00014,0.00014
2014-01-01 20:01:00,0.00014,0.00014
2014-01-01 20:02:00,0.00015,0.00015
2014-01-01 20:03:00,0.00015,0.00015
2014-01-01 20:04:00,0.00016,0.00016
2014-01-01 20:05:00,0.00016,0.00016
2014-01-01 20:06:00,0.00015,0.00015
2014-01-01 20:07:00,0.00015,0.00015
2014-01-01 20:08:00,0.00014,0.00014
2014-01-01 20:09:00,0.00014,0.00014
2014-01-01 20:10:00,0.00014,0.00014
2014-01-01 20:11:00,0.00013,0.00013
2014-01-01 20:12:00,0.00012,0.00012
2014-01-01 20:13:00,0.00012,0.00012
2014-01-01 20:14:00,0.00012,0.00012
2014-01-01 20:15:00,0.00012,0.00012
2014-01-01 20:16:00,0.00012,0.00012
2014-01-01 20:17:00,0.00011,0.00011
2014-01-01 20:18:00,9e-05,9e-05
2014-01-01 20:19:00,8e-05,8e-05
2014-01-01 20:20:00,8e-05,8e-05
2014-01-01 20:21:00,7e-05,7e-05
2014-01-01 20:22:00,7e-05,7e-05
2014-01-01 20:23:00,7e-05,7e-05
2014-01-01 20:24:00,7e-05,7e-05
2014-01-01 20:25:00,7e-05,7e-05
2014-01-01 20:26:00,6e-05,6e-05
2014-01-01 20:27:00,6e-05,6e-05
2014-01-01 20:28:00,6e-05,6e-05
2014-01-01 20:29:00,5e-05,5e-05
2014-01-01 20:30:00,5e-05,5e-05
2014-01-01 20:31:00,5e-05,5e-05
2014-01-01 20:32:00,4e-05,4e-05
2014-01-01 20:33:00,3e-05,3e-05
2014-01-01 20:34:00,3e-05,3e-05
2014-01-01 20:35:00,3e-05,3e-05
2014-01-01 20:36:00,2e-05,2e-05
2014-01-01 20:37:00,2e-05,2e-05
2014-01-01 20:38:00,1e-05,1e-05
2014-01-01 20:39:00,1e-05,1e-05
2014-01-01 20:40:00,1e-05,1e-05
2014-01-01 20:41:00,1e-05,1e-05
2014-01-01 20:42:00,1e-05,1e-05
2014-01-01 20:43:00,1e-05,1e-05
2014-01-01 20:44:00,1e-05,1e-05
2014-01-01 20:45:00,1e-05,1e-05
2014-01-01 20:46:00,0,0
2014-01-01 20:47:00,0,0
2014-01-01 20:48:00,0,0
2014-01-01 20:49:00,0,0
2014-01-01 20:50:00,0,0
2014-01-01 20:51:00,0,0
2014-01-01 20:52:00,0,0
2014-01-01 20:53:00,0,0
2014-01-01 20:54:00,0,0
2014-01-01 20:55:00,0,0
2014-01-01 20:56:00,0,0
2014-01-01 20:57:00,0,0
2014-01-01 20:58:00,0,0
2014-01-01 20:59:00,0,0
2014-01-01 21:00:00,0,0
2014-01-01 21:01:00,0,0
2014-01-01 21:02:00,0,0
2014-01-01 21:03:00,0,0
2014-01-01 21:04:00,0,0
2014-01-01 21:05:00,0,0
2014-01-01 21:06:00,0,0
2014-01-01 21:07:00,0,0
2014-01-01 21:08:00,0,0
2014-01-01 21:09:00,0,0
2014-01-01 21:10:00,0,0
2014-01-01 21:11:00,0,0
2014-01-01 21:12:00,0,0
2014-01-01 21:13:00,0,0
2014-01-01 21:14:00,0,0
2014-01-01 21:15:00,0,0
2014-01-01 21:16:00,0,0
2014-01-01 21:17:00,0,0
2014-01-01 21:18:00,0,0
2014-01-01 21:19:00,0,0
2014-01-01 21:20:00,0,0
2014-01-01 21:21:00,0,0
2014-01-01 21:22:00,0,0
2014-01-01 21:23:00,0,0
2014-01-01 21:24:00,0,0
2014-01-01 21:25:00,0,0
2014-01-01 21:26:00,0,0
2014-01-01 21:27:00,0,0
2014-01-01 21:28:00,0,0
2014-01-01 21:29:00,0,0
2014-01-01 21:30:00,0,0
2014-01-01 21:31:00,0,0
2014-01-01 21:32:00,0,0
2014-01-01 21:33:00,0,0
2014-01-01 21:34:00,0,0
